cityAsciiName,stateProvAsciiName,twoCharCountryCode
Zbarazh,Ternopil Oblast,UA
Zastavna,Chernivtsi Oblast,UA
Zorya,Odessa,UA
Zarichne,Rivne,UA
Zaporizhzhya,Zaporizhzhya Oblast,UA
Zalishchyky,Ternopil Oblast,UA
Yuzhne,Odessa,UA
Bunhe,Donetsk Oblast,UA
Yevpatoriya,Crimea,UA
Yenakiieve,Donetsk Oblast,UA
Yavoriv,Lviv Oblast,UA
Yasinya,Transcarpathia,UA
Yasynuvata,Donetsk Oblast,UA
Yarmolyntsi,Khmelnytskyi Oblast,UA
Yampil',Sumy,UA
Yalta,Donetsk Oblast,UA
Yalta,Crimea,UA
Yahotyn,Kiev,UA
Vysokyi,Kharkiv,UA
Vyshkovo,Transcarpathia,UA
Vyshhorod,Kiev,UA
Vypasne,Odessa,UA
Vynohradiv,Transcarpathia,UA
Vylkove,Odessa,UA
Vradiyivka,Mykolayiv Oblast,UA
Voznesensk,Mykolayiv Oblast,UA
Vorzel,Kiev,UA
Vorozhba,Sumy,UA
Voronovytsya,Vinnytsya Oblast,UA
Volovets,Transcarpathia,UA
Volodarka,Kiev,UA
Volochysk,Khmelnytskyi Oblast,UA
Vilne,Dnipropetrovsk Oblast,UA
Volnovakha,Donetsk Oblast,UA
Vilnohirsk,Dnipropetrovsk Oblast,UA
Vovchansk,Kharkiv,UA
Vodiane,Zaporizhzhya Oblast,UA
Vlasivka,Kirovohrad Oblast,UA
Volodymyr-Volynskyi,Volyn,UA
Volodymyrets,Rivne,UA
Vyshneve,Kiev,UA
Vinnytsya,Vinnytsya Oblast,UA
Vinkivtsi,Khmelnytskyi Oblast,UA
Vilnyansk,Zaporizhzhya Oblast,UA
Vilino,Crimea,UA
Veselynove,Mykolayiv Oblast,UA
Vesele,Zaporizhzhya Oblast,UA
Verkhivtseve,Dnipropetrovsk Oblast,UA
Verkhovyna,Ivano-Frankivsk Oblast,UA
Verkhniy Rohachyk,Kherson Oblast,UA
Verkhnodniprovsk,Dnipropetrovsk Oblast,UA
Velyka Mykhaylivka,Odessa,UA
Velykyy Bychkiv,Transcarpathia,UA
Velykodolynske,Odessa,UA
Velyki Mosty,Lviv Oblast,UA
Velyki Kopani,Kherson Oblast,UA
Velykyi Dalnyk,Odessa,UA
Velykyy Bereznyy,Transcarpathia,UA
Velyka Pysarivka,Sumy,UA
Velyka Novosilka,Donetsk Oblast,UA
Velyka Lepetykha,Kherson Oblast,UA
Velyka Dymerka,Kiev,UA
Velyka Berezovytsya,Ternopil Oblast,UA
Velyka Bilozerka,Zaporizhzhya Oblast,UA
Velyka Bahachka,Poltava Oblast,UA
Velyka Oleksandrivka,Kherson Oblast,UA
Vatutine,Cherkasy Oblast,UA
Vasyshcheve,Kharkiv,UA
Vasylkiv,Kiev,UA
Vashkivtsi,Chernivtsi Oblast,UA
Varva,Chernihiv,UA
Vapnyarka,Vinnytsya Oblast,UA
Valky,Kharkiv,UA
Uzyn,Kiev,UA
Uzhgorod,Transcarpathia,UA
Uspenka,Luhansk,UA
Usatove,Odessa,UA
Uman,Cherkasy Oblast,UA
Blahovishchenske,Kirovohrad Oblast,UA
Ukrainsk,Donetsk Oblast,UA
Ukrainka,Kiev,UA
Vuhlehirsk,Donetsk Oblast,UA
Tysmenytsya,Ivano-Frankivsk Oblast,UA
Tyachiv,Transcarpathia,UA
Turka,Lviv Oblast,UA
Turiisk,Volyn,UA
Turbiv,Vinnytsya Oblast,UA
Tulchyn,Vinnytsya Oblast,UA
Oleshky,Kherson Oblast,UA
Tsarychanka,Dnipropetrovsk Oblast,UA
Truskavets,Lviv Oblast,UA
Trostianets,Sumy,UA
Trostyanets,Vinnytsya Oblast,UA
Troyitske,Odessa,UA
Trebukhiv,Kiev,UA
Chystyakove,Donetsk Oblast,UA
Tomashpil,Vinnytsya Oblast,UA
Tomakivka,Dnipropetrovsk Oblast,UA
Tokmak,Zaporizhzhya Oblast,UA
Tlumach,Ivano-Frankivsk Oblast,UA
Tetiiv,Kiev,UA
Ternivka,Dnipropetrovsk Oblast,UA
Ternopil,Ternopil Oblast,UA
Teresva,Transcarpathia,UA
Terebovlya,Ternopil Oblast,UA
Irmino,Luhansk,UA
Teplyk,Vinnytsya Oblast,UA
Teofipol,Khmelnytskyi Oblast,UA
Tatarbunary,Odessa,UA
Tarutyne,Odessa,UA
Tarashcha,Kiev,UA
Talne,Cherkasy Oblast,UA
Talalaivka,Chernihiv,UA
Sievierodonetsk,Luhansk,UA
Svitlovodsk,Kirovohrad Oblast,UA
Svetlodarsk,Donetsk Oblast,UA
Dovzhansk,Luhansk,UA
Svatove,Luhansk,UA
Svalyava,Transcarpathia,UA
Sutysky,Vinnytsya Oblast,UA
Sumy,Sumy,UA
Sudova Vyshnia,Lviv Oblast,UA
Sudak,Crimea,UA
Stryi,Lviv Oblast,UA
Stryzhavka,Vinnytsya Oblast,UA
Storozhynets,Chernivtsi Oblast,UA
Stebnyk,Lviv Oblast,UA
Stavyshche,Zhytomyr,UA
Staryi Sambir,Lviv Oblast,UA
Staryi Krym,Donetsk Oblast,UA
Stary Krym,Crimea,UA
Stari Kuty,Ivano-Frankivsk Oblast,UA
Starokostyantyniv,Khmelnytskyi Oblast,UA
Starokozache,Odessa,UA
Starobesheve,Donetsk Oblast,UA
Starobilsk,Luhansk,UA
Stara Vyzhivka,Volyn,UA
Stara Synyava,Khmelnytskyi Oblast,UA
Stanytsia Luhanska,Luhansk,UA
Kadiyivka,Luhansk,UA
Serednie Vodiane,Transcarpathia,UA
Yampil,Vinnytsya Oblast,UA
Sovetskiy,Crimea,UA
Sosnytsya,Chernihiv,UA
Solotvyno,Transcarpathia,UA
Solonytsivka,Kharkiv,UA
Solone,Dnipropetrovsk Oblast,UA
Sokyryany,Chernivtsi Oblast,UA
Sokal,Lviv Oblast,UA
Sofiyivka,Dnipropetrovsk Oblast,UA
Sniatyn,Ivano-Frankivsk Oblast,UA
Snihurivka,Mykolayiv Oblast,UA
Snizhne,Donetsk Oblast,UA
Smoline,Kirovohrad Oblast,UA
Smila,Cherkasy Oblast,UA
Sloviansk,Donetsk Oblast,UA
Slov`yanoserbsk,Luhansk,UA
Slavuta,Khmelnytskyi Oblast,UA
Slatyne,Kharkiv,UA
Skvyra,Kiev,UA
Skole,Lviv Oblast,UA
Skadovsk,Kherson Oblast,UA
Synelnykove,Dnipropetrovsk Oblast,UA
Simferopol,Crimea,UA
Shumsk,Ternopil Oblast,UA
Shpola,Cherkasy Oblast,UA
Shostka,Sumy,UA
Shklo,Lviv Oblast,UA
Shyryayeve,Odessa,UA
Shyroke,Dnipropetrovsk Oblast,UA
Shevchenkove,Kharkiv,UA
Shevchenkove,Odessa,UA
Shepetivka,Khmelnytskyi Oblast,UA
Snovsk,Chernihiv,UA
Shchyrets,Lviv Oblast,UA
Shatsk,Volyn,UA
Sharhorod,Vinnytsya Oblast,UA
Shakhtarsk,Donetsk Oblast,UA
Shabo,Odessa,UA
Siversk,Donetsk Oblast,UA
Sevastopol,Sevastopol City,UA
Serhiyivka,Odessa,UA
Seredyna-Buda,Sumy,UA
Semenivka,Chernihiv,UA
Semenivka,Poltava Oblast,UA
Selydove,Donetsk Oblast,UA
Shchastia,Luhansk,UA
Savran,Odessa,UA
Savyntsi,Kharkiv,UA
Sarny,Rivne,UA
Sambir,Lviv Oblast,UA
Saki,Crimea,UA
Sakhnovshchyna,Kharkiv,UA
Rzhyshchiv,Kiev,UA
Ruska Poliana,Cherkasy Oblast,UA
Rudne,Lviv Oblast,UA
Rudky,Lviv Oblast,UA
Rubizhne,Luhansk,UA
Rozhniv,Ivano-Frankivsk Oblast,UA
Rozhyshche,Volyn,UA
Rozdilna,Odessa,UA
Kurakhove,Donetsk Oblast,UA
Rivne,Kirovohrad Oblast,UA
Rovenky,Luhansk,UA
Rozkishne,Luhansk,UA
Romny,Sumy,UA
Romankivtsi,Chernivtsi Oblast,UA
Rokytne,Rivne,UA
Rohatyn,Ivano-Frankivsk Oblast,UA
Rodynske,Donetsk Oblast,UA
Rivne,Rivne,UA
Reshetylivka,Poltava Oblast,UA
Ripky,Chernihiv,UA
Razdol'noye,Crimea,UA
Rava-Ruska,Lviv Oblast,UA
Ratne,Volyn,UA
Rakhiv,Transcarpathia,UA
Radomyshl,Zhytomyr,UA
Radekhiv,Lviv Oblast,UA
Pyatykhatky,Dnipropetrovsk Oblast,UA
Putyvl,Sumy,UA
Pustomyty,Lviv Oblast,UA
Pryluky,Chernihiv,UA
Pryvillia,Luhansk,UA
Sartana,Donetsk Oblast,UA
Primorskiy,Crimea,UA
Prymorsk,Zaporizhzhya Oblast,UA
Pryazovske,Zaporizhzhya Oblast,UA
Popilnia,Zhytomyr,UA
Popasna,Luhansk,UA
Poninka,Khmelnytskyi Oblast,UA
Pomichna,Kirovohrad Oblast,UA
Poltava,Poltava Oblast,UA
Polonne,Khmelnytskyi Oblast,UA
Polohy,Zaporizhzhya Oblast,UA
Pokrovske,Dnipropetrovsk Oblast,UA
Pokotylivka,Kharkiv,UA
Pohrebyshche,Vinnytsya Oblast,UA
Pidvolochysk,Ternopil Oblast,UA
Pidhorodne,Dnipropetrovsk Oblast,UA
Pochayiv,Ternopil Oblast,UA
Pobuzke,Kirovohrad Oblast,UA
Plakhtiyivka,Odessa,UA
Pivdenne,Kharkiv,UA
Pyriatyn,Poltava Oblast,UA
Pionerskoye,Crimea,UA
Petrovske,Luhansk,UA
Petrove,Kirovohrad Oblast,UA
Petrovka,Crimea,UA
Petropavlivka,Dnipropetrovsk Oblast,UA
Piskivka,Kiev,UA
Pishchanka,Vinnytsya Oblast,UA
Pervomayskoye,Crimea,UA
Pervomaiskyi,Kharkiv,UA
Pervomaisk,Luhansk,UA
Pervomaysk,Mykolayiv Oblast,UA
Manhush,Donetsk Oblast,UA
Pershotravensk,Dnipropetrovsk Oblast,UA
Pereiaslav,Kiev,UA
Perevalsk,Luhansk,UA
Pereshchepyne,Dnipropetrovsk Oblast,UA
Peresichna,Kharkiv,UA
Peremyshliany,Lviv Oblast,UA
Perehinske,Ivano-Frankivsk Oblast,UA
Perechyn,Transcarpathia,UA
Pechenizhyn,Ivano-Frankivsk Oblast,UA
Pavlohrad,Dnipropetrovsk Oblast,UA
Paniutyne,Kharkiv,UA
Ozerne,Zhytomyr,UA
Ozerne,Odessa,UA
Ovruch,Zhytomyr,UA
Ovidiopol,Odessa,UA
Otyniya,Ivano-Frankivsk Oblast,UA
Ostroh,Rivne,UA
Oster,Chernihiv,UA
Orikhiv,Zaporizhzhya Oblast,UA
Pokrov,Dnipropetrovsk Oblast,UA
Oprysheny,Chernivtsi Oblast,UA
Opishnya,Poltava Oblast,UA
Oleksandriya,Kirovohrad Oblast,UA
Oleksandrivka,Kirovohrad Oblast,UA
Oktyabr'skoye,Crimea,UA
Odessa,Odessa,UA
Ochakiv,Mykolayiv Oblast,UA
Obukhiv,Kiev,UA
Novyi Svit,Donetsk Oblast,UA
Novi Sanzhary,Poltava Oblast,UA
Novi Petrivtsi,Kiev,UA
Novyy Buh,Mykolayiv Oblast,UA
Novovorontsovka,Kherson Oblast,UA
Novovolynsk,Volyn,UA
Novoukrayinka,Kirovohrad Oblast,UA
Novotroyitske,Kherson Oblast,UA
Mamayvtsi,Chernivtsi Oblast,UA
Novoselytsya,Chernivtsi Oblast,UA
Novopskov,Luhansk,UA
Novomykolayivka,Zaporizhzhya Oblast,UA
Novomoskovsk,Dnipropetrovsk Oblast,UA
Novomyrhorod,Kirovohrad Oblast,UA
Novohrad-Volynskyi,Zhytomyr,UA
Novofedorivka,Kherson Oblast,UA
Novodruzhesk,Luhansk,UA
Novodonetske,Donetsk Oblast,UA
Novodnistrovsk,Chernivtsi Oblast,UA
Novoazovs'k,Donetsk Oblast,UA
Novoarkhanhelsk,Kirovohrad Oblast,UA
Novooleksiyivka,Kherson Oblast,UA
Novhorod-Siverskyi,Chernihiv,UA
Novhorodka,Kirovohrad Oblast,UA
Nova Vodolaha,Kharkiv,UA
Nova Praha,Kirovohrad Oblast,UA
Nova Odesa,Mykolayiv Oblast,UA
Nova Mayachka,Kherson Oblast,UA
Nova Kakhovka,Kherson Oblast,UA
Nova Borova,Zhytomyr,UA
Nosivka,Chernihiv,UA
Nizhyn,Chernihiv,UA
Nyzhnia Krynka,Donetsk Oblast,UA
Nizhnegorskiy,Crimea,UA
Nikopol,Dnipropetrovsk Oblast,UA
Netishyn,Khmelnytskyi Oblast,UA
Nerubayske,Odessa,UA
Nemyriv,Vinnytsya Oblast,UA
Nedryhailiv,Sumy,UA
Nadvirna,Ivano-Frankivsk Oblast,UA
Shchyolkino,Crimea,UA
Mykolaiv,Lviv Oblast,UA
Mykolayiv,Mykolayiv Oblast,UA
Murovani Kurylivtsi,Vinnytsya Oblast,UA
Mukachevo,Transcarpathia,UA
Mostys'ka,Lviv Oblast,UA
Mospyne,Donetsk Oblast,UA
Morshyn,Lviv Oblast,UA
Monastyryska,Ternopil Oblast,UA
Monastyryshche,Cherkasy Oblast,UA
Molodohvardiisk,Luhansk,UA
Molodyozhnoye,Crimea,UA
Molochansk,Zaporizhzhya Oblast,UA
Mohyliv-Podilskyy,Vinnytsya Oblast,UA
Mlyniv,Rivne,UA
Myronivka,Kiev,UA
Myrhorod,Poltava Oblast,UA
Milove,Luhansk,UA
Mykhaylivka,Zaporizhzhya Oblast,UA
Chudei,Chernivtsi Oblast,UA
Mizhhirya,Transcarpathia,UA
Mezhova,Dnipropetrovsk Oblast,UA
Mishkovo-Pohorilove,Mykolayiv Oblast,UA
Merefa,Kharkiv,UA
Mena,Chernihiv,UA
Melitopol,Zaporizhzhya Oblast,UA
Mayaky,Odessa,UA
Massandra,Crimea,UA
Marshyntsi,Chernivtsi Oblast,UA
Markivka,Luhansk,UA
Mariupol,Donetsk Oblast,UA
Mar'yinka,Donetsk Oblast,UA
Marhanets,Dnipropetrovsk Oblast,UA
Mankivka,Cherkasy Oblast,UA
Malyn,Zhytomyr,UA
Mala Vyska,Kirovohrad Oblast,UA
Mala Danylivka,Kharkiv,UA
Mala Bilozerka,Zaporizhzhya Oblast,UA
Makiv,Khmelnytskyi Oblast,UA
Makiivka,Donetsk Oblast,UA
Makariv,Kiev,UA
Mahdalynivka,Dnipropetrovsk Oblast,UA
Mahala,Chernivtsi Oblast,UA
Lyubotyn,Kharkiv,UA
Liuboml,Volyn,UA
Lyubymivka,Kherson Oblast,UA
Liubeshiv,Volyn,UA
Lysyanka,Cherkasy Oblast,UA
Lviv,Lviv Oblast,UA
Lutuhyne,Luhansk,UA
Lutsk,Volyn,UA
Luhansk,Luhansk,UA
Lubny,Poltava Oblast,UA
Lozova,Kharkiv,UA
Lozuvatka,Kirovohrad Oblast,UA
Lokhvytsya,Poltava Oblast,UA
Lyubashivka,Odessa,UA
Lityn,Vinnytsya Oblast,UA
Lysychansk,Luhansk,UA
Lypovets,Vinnytsya Oblast,UA
Lypova Dolyna,Sumy,UA
Lymanske,Odessa,UA
Letychiv,Khmelnytskyi Oblast,UA
Lenino,Crimea,UA
Lanivtsi,Ternopil Oblast,UA
Lanchyn,Ivano-Frankivsk Oblast,UA
Ladyzhyn,Vinnytsya Oblast,UA
Ladan,Chernihiv,UA
Kyiv,Kyiv City,UA
Bilmak,Zaporizhzhya Oblast,UA
Kushuhum,Zaporizhzhya Oblast,UA
Kurakhovo,Donetsk Oblast,UA
Kupiansk,Kharkiv,UA
Kulykivka,Chernihiv,UA
Kryzhopil,Vinnytsya Oblast,UA
Kryvyy Rih,Dnipropetrovsk Oblast,UA
Krolevets,Sumy,UA
Kryve Ozero,Mykolayiv Oblast,UA
Kripenskyi,Luhansk,UA
Kreminna,Luhansk,UA
Kremenets,Ternopil Oblast,UA
Kremenchuk,Poltava Oblast,UA
Krasnyi Luch,Luhansk,UA
Lyman,Donetsk Oblast,UA
Krasne,Lviv Oblast,UA
Krasnosilka,Odessa,UA
Krasnopillia,Sumy,UA
Yany Kapu,Crimea,UA
Krasnopavlivka,Kharkiv,UA
Krasnokutsk,Kharkiv,UA
Krasnoyilsk,Chernivtsi Oblast,UA
Krasnogvardeyskoye,Crimea,UA
Krasnohrad,Kharkiv,UA
Krasnohorivka,Donetsk Oblast,UA
Teple,Luhansk,UA
Sorokyne,Luhansk,UA
Pokrovsk,Donetsk Oblast,UA
Krasyliv,Khmelnytskyi Oblast,UA
Kramatorsk,Donetsk Oblast,UA
Kozova,Ternopil Oblast,UA
Kozelets,Chernihiv,UA
Kivsharivka,Kharkiv,UA
Kovel,Volyn,UA
Kotsiubynske,Kyiv City,UA
Podilsk,Odessa,UA
Kotelva,Poltava Oblast,UA
Kostopil,Rivne,UA
Kosiv,Ivano-Frankivsk Oblast,UA
Kosmach,Ivano-Frankivsk Oblast,UA
Koriukivka,Chernihiv,UA
Korsun-Shevchenkivskyy,Cherkasy Oblast,UA
Korostyshiv,Zhytomyr,UA
Korosten,Zhytomyr,UA
Korop,Chernihiv,UA
Korolevo,Transcarpathia,UA
Korets,Rivne,UA
Koreiz,Crimea,UA
Kopychyntsi,Ternopil Oblast,UA
Kostiantynivka,Donetsk Oblast,UA
Kostiantynivka,Zaporizhzhya Oblast,UA
Konotop,Sumy,UA
Slobozhans'ke,Kharkiv,UA
Kal'mius'ke,Donetsk Oblast,UA
Dobroslav,Odessa,UA
Kolomyya,Ivano-Frankivsk Oblast,UA
Kolinkivtsy,Chernivtsi Oblast,UA
Kodyma,Odessa,UA
Kobelyaky,Poltava Oblast,UA
Knyazhichi,Kiev,UA
Klishkivtsi,Chernivtsi Oblast,UA
Kivertsi,Volyn,UA
Kitsman,Chernivtsi Oblast,UA
Obukhivka,Dnipropetrovsk Oblast,UA
Khrestivka,Donetsk Oblast,UA
Kirovskoye,Crimea,UA
Holubivka,Luhansk,UA
Kropyvnytskyy,Kirovohrad Oblast,UA
Kiliya,Odessa,UA
Khust,Transcarpathia,UA
Khrystynivka,Cherkasy Oblast,UA
Khotyn,Chernivtsi Oblast,UA
Khorostkiv,Ternopil Oblast,UA
Khorol,Poltava Oblast,UA
Khodoriv,Lviv Oblast,UA
Khmelnytskyi,Khmelnytskyi Oblast,UA
Khmilnyk,Vinnytsya Oblast,UA
Kherson,Kherson Oblast,UA
Khartsyzk,Donetsk Oblast,UA
Kharkiv,Kharkiv,UA
Kerch,Crimea,UA
Kelmentsi,Chernivtsi Oblast,UA
Kehychivka,Kharkiv,UA
Kozyatyn,Vinnytsya Oblast,UA
Kazanka,Mykolayiv Oblast,UA
Katerynopil,Cherkasy Oblast,UA
Karnaukhivka,Dnipropetrovsk Oblast,UA
Karlivka,Poltava Oblast,UA
Soledar,Donetsk Oblast,UA
Kaniv,Cherkasy Oblast,UA
Komyshuvakha,Zaporizhzhya Oblast,UA
Komyshany,Kherson Oblast,UA
Kamyianets-Podilskyy,Khmelnytskyi Oblast,UA
Kamin-Kashyrskyi,Volyn,UA
Kamyanka-Dniprovska,Zaporizhzhya Oblast,UA
Kamyanka,Cherkasy Oblast,UA
Kamyanka,Chernivtsi Oblast,UA
Kalush,Ivano-Frankivsk Oblast,UA
Kalyny,Transcarpathia,UA
Kalynivka,Vinnytsya Oblast,UA
Kalanchak,Kherson Oblast,UA
Mirnoye,Crimea,UA
Kakhovka,Kherson Oblast,UA
Kaharlyk,Kiev,UA
Izium,Kharkiv,UA
Izyaslav,Khmelnytskyi Oblast,UA
Izmail,Odessa,UA
Yizhivtsi,Chernivtsi Oblast,UA
Iza,Transcarpathia,UA
Ivano-Frankivsk,Ivano-Frankivsk Oblast,UA
Ivankiv,Kiev,UA
Ispas,Chernivtsi Oblast,UA
Irshava,Transcarpathia,UA
Irpin,Kiev,UA
Ilovays'k,Donetsk Oblast,UA
Chornomors'k,Odessa,UA
Ilarionove,Dnipropetrovsk Oblast,UA
Illintsi,Vinnytsya Oblast,UA
Ichnia,Chernihiv,UA
Horodok,Khmelnytskyi Oblast,UA
Horlivka,Donetsk Oblast,UA
Dachne,Odessa,UA
Hlyboka,Chernivtsi Oblast,UA
Hlukhiv,Sumy,UA
Hvardiyske,Dnipropetrovsk Oblast,UA
Hvardiiske,Crimea,UA
Husyatyn,Ternopil Oblast,UA
Gurzuf,Crimea,UA
Hulyaypole,Zaporizhzhya Oblast,UA
Hubynykha,Dnipropetrovsk Oblast,UA
Gresovskiy,Crimea,UA
Hrebinka,Poltava Oblast,UA
Hradyzk,Poltava Oblast,UA
Hostomel,Kiev,UA
Hoshcha,Rivne,UA
Hirske,Luhansk,UA
Horodok,Lviv Oblast,UA
Horodnia,Chernihiv,UA
Horodnytsia,Zhytomyr,UA
Horodnye,Odessa,UA
Horodyshche,Cherkasy Oblast,UA
Horodenka,Ivano-Frankivsk Oblast,UA
Hornostayivka,Kherson Oblast,UA
Holovanivsk,Kirovohrad Oblast,UA
Holmivskyi,Donetsk Oblast,UA
Hola Prystan,Kherson Oblast,UA
Hnivan,Vinnytsya Oblast,UA
Hnidyn,Kiev,UA
Hlobyne,Poltava Oblast,UA
Hlevakha,Kiev,UA
Henichesk,Kherson Oblast,UA
Hayvoron,Kirovohrad Oblast,UA
Haysyn,Vinnytsya Oblast,UA
Gaspra,Crimea,UA
Halych,Ivano-Frankivsk Oblast,UA
Hadyach,Poltava Oblast,UA
Zakharivka,Odessa,UA
Partenit,Crimea,UA
Fontanka,Odessa,UA
Feodosiya,Crimea,UA
Fastiv,Kiev,UA
Eskhar,Kharkiv,UA
Enerhodar,Zaporizhzhya Oblast,UA
Dzhankoi,Crimea,UA
Romaniv,Zhytomyr,UA
Toretsk,Donetsk Oblast,UA
Dymer,Kiev,UA
Dunayivtsi,Khmelnytskyi Oblast,UA
Dubrovytsia,Rivne,UA
Dubove,Transcarpathia,UA
Dubno,Rivne,UA
Dubliany,Lviv Oblast,UA
Druzhba,Sumy,UA
Drohobych,Lviv Oblast,UA
Drabiv,Cherkasy Oblast,UA
Yaremche,Ivano-Frankivsk Oblast,UA
Donetsk,Donetsk Oblast,UA
Domanivka,Mykolayiv Oblast,UA
Dolyna,Ivano-Frankivsk Oblast,UA
Dolynska,Kirovohrad Oblast,UA
Dovhe,Transcarpathia,UA
Dokuchaievsk,Donetsk Oblast,UA
Dobrovelychkivka,Kirovohrad Oblast,UA
Dobropillia,Donetsk Oblast,UA
Dnipro,Dnipropetrovsk Oblast,UA
Kamyanske,Dnipropetrovsk Oblast,UA
Dniprovske,Dnipropetrovsk Oblast,UA
Dniprorudne,Zaporizhzhya Oblast,UA
Myrnohrad,Donetsk Oblast,UA
Dykanka,Poltava Oblast,UA
Desna,Chernihiv,UA
Derhachi,Kharkiv,UA
Derazhnya,Khmelnytskyi Oblast,UA
Delyatyn,Ivano-Frankivsk Oblast,UA
Debaltseve,Donetsk Oblast,UA
Chutove,Poltava Oblast,UA
Chuhuiv,Kharkiv,UA
Chudniv,Zhytomyr,UA
Chortkiv,Ternopil Oblast,UA
Chop,Transcarpathia,UA
Chisten'koye,Crimea,UA
Chynadiyovo,Transcarpathia,UA
Chyhyryn,Cherkasy Oblast,UA
Zavodske,Poltava Oblast,UA
Chervonopartyzansk,Luhansk,UA
Chervonohryhorivka,Dnipropetrovsk Oblast,UA
Chervonohrad,Lviv Oblast,UA
Pulyny,Zhytomyr,UA
Kubey,Odessa,UA
Radyvyliv,Rivne,UA
Chervona Sloboda,Cherkasy Oblast,UA
Cherniakhiv,Zhytomyr,UA
Chornukhyne,Luhansk,UA
Chernomorskoye,Crimea,UA
Chornobaivka,Kherson Oblast,UA
Chornobay,Cherkasy Oblast,UA
Chernivtsi,Chernivtsi Oblast,UA
Chernihiv,Chernihiv,UA
Chernihivka,Zaporizhzhya Oblast,UA
Cherkasy,Cherkasy Oblast,UA
Cherepkivtsi,Chernivtsi Oblast,UA
Chemerivtsi,Khmelnytskyi Oblast,UA
Chasiv Yar,Donetsk Oblast,UA
Chaplynka,Kherson Oblast,UA
Chahor,Chernivtsi Oblast,UA
Bushtyno,Transcarpathia,UA
Buryn,Sumy,UA
Burshtyn,Ivano-Frankivsk Oblast,UA
Budy,Kharkiv,UA
Buchach,Ternopil Oblast,UA
Bucha,Kiev,UA
Bryukhovychi,Lviv Oblast,UA
Brianka,Luhansk,UA
Brovary,Kiev,UA
Broshniv-Osada,Ivano-Frankivsk Oblast,UA
Brody,Lviv Oblast,UA
Bratske,Mykolayiv Oblast,UA
Boiarka,Kiev,UA
Borzna,Chernihiv,UA
Borshchiv,Ternopil Oblast,UA
Borova,Kiev,UA
Borova,Kharkiv,UA
Borodianka,Kiev,UA
Boryspil,Kiev,UA
Boryslav,Lviv Oblast,UA
Bolhrad,Odessa,UA
Bolekhiv,Ivano-Frankivsk Oblast,UA
Bohuslav,Kiev,UA
Bohorodchany,Ivano-Frankivsk Oblast,UA
Bohodukhiv,Kharkiv,UA
Bobrynets,Kirovohrad Oblast,UA
Bobrovytsia,Chernihiv,UA
Bilhorod-Dnistrovskyi,Odessa,UA
Bila Tserkva,Kiev,UA
Bezliudivka,Kharkiv,UA
Bershad,Vinnytsya Oblast,UA
Beryslav,Kherson Oblast,UA
Berezivka,Odessa,UA
Bereznehuvate,Mykolayiv Oblast,UA
Berezna,Chernihiv,UA
Berezhany,Ternopil Oblast,UA
Berezan,Kiev,UA
Berehove,Transcarpathia,UA
Berehomet,Chernivtsi Oblast,UA
Berdychiv,Zhytomyr,UA
Berdyansk,Zaporizhzhya Oblast,UA
Bilyayivka,Odessa,UA
Bilozerka,Kherson Oblast,UA
Bile,Luhansk,UA
Bilovods'k,Luhansk,UA
Bilopillia,Sumy,UA
Bilokurakyne,Luhansk,UA
Inkerman,Sevastopol City,UA
Bilohirya,Khmelnytskyi Oblast,UA
Bilohirsk,Crimea,UA
Bilky,Transcarpathia,UA
Bilytske,Donetsk Oblast,UA
Bashtanka,Mykolayiv Oblast,UA
Baryshivka,Kiev,UA
Barvinkove,Kharkiv,UA
Baranivka,Zhytomyr,UA
Bar,Vinnytsya Oblast,UA
Balta,Odessa,UA
Balky,Zaporizhzhya Oblast,UA
Balakliia,Kharkiv,UA
Balaklava,Sevastopol City,UA
Balabyne,Zaporizhzhya Oblast,UA
Bakhmach,Chernihiv,UA
Bakhchysarai,Crimea,UA
Avdiyivka,Donetsk Oblast,UA
Artsyz,Odessa,UA
Bakhmut,Donetsk Oblast,UA
Artemivsk,Luhansk,UA
Zalizne,Donetsk Oblast,UA
Armyansk,Crimea,UA
Arbuzynka,Mykolayiv Oblast,UA
Apostolove,Dnipropetrovsk Oblast,UA
Antratsyt,Luhansk,UA
Antonivka,Kherson Oblast,UA
Andrushivka,Zhytomyr,UA
Ananyiv,Odessa,UA
Amvrosiivka,Donetsk Oblast,UA
Alushta,Crimea,UA
Alupka,Crimea,UA
Oleksandrivka,Mykolayiv Oblast,UA
Oleksandrivka,Odessa,UA
Alchevsk,Luhansk,UA
Yakymivka,Zaporizhzhya Oblast,UA
Okhtyrka,Sumy,UA
Malynivka,Kharkiv,UA
Okny,Odessa,UA
Teplodar,Odessa,UA
Tavriysk,Kherson Oblast,UA
Horishni Plavni,Poltava Oblast,UA
Slavutych,Kiev,UA
Novofedorovka,Crimea,UA
Yuzhnoukrayinsk,Mykolayiv Oblast,UA
Varash,Rivne,UA
Novoyavorivs'k,Lviv Oblast,UA
Sofiyivska Borschagivka,Kiev,UA
Horenka,Kiev,UA
Chabany,Kiev,UA
Slobozhanske,Dnipropetrovsk Oblast,UA
Chornomorske,Odessa,UA
Avanhard,Odessa,UA
Lymanka,Odessa,UA
Nove,Kirovohrad Oblast,UA
Tarasivtsi,Chernivtsi Oblast,UA
Reni,Odessa,UA
Yumbe,Northern Region,UG
Wobulenzi,Central Region,UG
Wakiso,Central Region,UG
Tororo,Eastern Region,UG
Soroti,Eastern Region,UG
